tactic,technique_id,technique,audit_category,audit_sub_category,event_id,message
Execution,T1204,User Execution,Object Access,Filtering Platform Connection,5156,The Windows Filtering Platform has allowed a connection.
Execution,T1204,User Execution,Object Access,Filtering Platform Connection,5157,The Windows Filtering Platform has blocked a connection.
Execution,T1204,User Execution,Object Access,Filtering Platform Connection,5158,The Windows Filtering Platform has permitted a bind to a local port.
Execution,T1204,User Execution,Object Access,Filtering Platform Connection,5159,The Windows Filtering Platform has blocked a bind to a local port.
Execution,T1204.002,Malicious File,Detailed Tracking,Process Creation,4688,A new process has been created.
Execution,T1204.003,Malicious Image,Detailed Tracking,Process Creation,4688,A new process has been created.
Defense Evasion,T1216,Signed Script Proxy Execution,Detailed Tracking,Process Creation,4688,A new process has been created.
Defense Evasion,T1216.001,PubPrn,Detailed Tracking,Process Creation,4688,A new process has been created.
Defense Evasion,T1218.001,Compiled HTML File,Detailed Tracking,Process Creation,4688,A new process has been created.
Defense Evasion,T1218.003,CMSTP,Detailed Tracking,Process Creation,4688,A new process has been created.
Defense Evasion,T1218.003,CMSTP,Object Access,Filtering Platform Connection,5031,The Windows Firewall Service blocked an application from accepting incoming connections on the network.
Defense Evasion,T1218.003,CMSTP,Object Access,Filtering Platform Connection,5154,The Windows Filtering Platform has permitted an application or service to listen on a port for incoming connections.
Defense Evasion,T1218.003,CMSTP,Object Access,Filtering Platform Connection,5155,The Windows Filtering Platform has blocked an application or service from listening on a port for incoming connections.
Defense Evasion,T1218.003,CMSTP,Object Access,Filtering Platform Connection,5156,The Windows Filtering Platform has allowed a connection.
Defense Evasion,T1218.003,CMSTP,Object Access,Filtering Platform Connection,5157,The Windows Filtering Platform has blocked a connection.
Defense Evasion,T1218.003,CMSTP,Object Access,Filtering Platform Connection,5158,The Windows Filtering Platform has permitted a bind to a local port.
Defense Evasion,T1218.003,CMSTP,Object Access,Filtering Platform Connection,5159,The Windows Filtering Platform has blocked a bind to a local port.
Defense Evasion,T1218.004,InstallUtil,Detailed Tracking,Process Creation,4688,A new process has been created.
Defense Evasion,T1218.005,Mshta,Detailed Tracking,Process Creation,4688,A new process has been created.
Defense Evasion,T1218.005,Mshta,Object Access,Filtering Platform Connection,5031,The Windows Firewall Service blocked an application from accepting incoming connections on the network.
Defense Evasion,T1218.005,Mshta,Object Access,Filtering Platform Connection,5154,The Windows Filtering Platform has permitted an application or service to listen on a port for incoming connections.
Defense Evasion,T1218.005,Mshta,Object Access,Filtering Platform Connection,5155,The Windows Filtering Platform has blocked an application or service from listening on a port for incoming connections.
Defense Evasion,T1218.005,Mshta,Object Access,Filtering Platform Connection,5156,The Windows Filtering Platform has allowed a connection.
Defense Evasion,T1218.005,Mshta,Object Access,Filtering Platform Connection,5157,The Windows Filtering Platform has blocked a connection.
Defense Evasion,T1218.005,Mshta,Object Access,Filtering Platform Connection,5158,The Windows Filtering Platform has permitted a bind to a local port.
Defense Evasion,T1218.005,Mshta,Object Access,Filtering Platform Connection,5159,The Windows Filtering Platform has blocked a bind to a local port.
Defense Evasion,T1218.007,Msiexec,Detailed Tracking,Process Creation,4688,A new process has been created.
Defense Evasion,T1218.007,Msiexec,Object Access,Filtering Platform Connection,5031,The Windows Firewall Service blocked an application from accepting incoming connections on the network.
Defense Evasion,T1218.007,Msiexec,Object Access,Filtering Platform Connection,5154,The Windows Filtering Platform has permitted an application or service to listen on a port for incoming connections.
Defense Evasion,T1218.007,Msiexec,Object Access,Filtering Platform Connection,5155,The Windows Filtering Platform has blocked an application or service from listening on a port for incoming connections.
Defense Evasion,T1218.007,Msiexec,Object Access,Filtering Platform Connection,5156,The Windows Filtering Platform has allowed a connection.
Defense Evasion,T1218.007,Msiexec,Object Access,Filtering Platform Connection,5157,The Windows Filtering Platform has blocked a connection.
Defense Evasion,T1218.007,Msiexec,Object Access,Filtering Platform Connection,5158,The Windows Filtering Platform has permitted a bind to a local port.
Defense Evasion,T1218.007,Msiexec,Object Access,Filtering Platform Connection,5159,The Windows Filtering Platform has blocked a bind to a local port.
Defense Evasion,T1218.008,Odbcconf,Detailed Tracking,Process Creation,4688,A new process has been created.
Defense Evasion,T1218.009,Regsvcs/Regasm,Detailed Tracking,Process Creation,4688,A new process has been created.
Defense Evasion,T1218.010,Regsvr32,Detailed Tracking,Process Creation,4688,A new process has been created.
Defense Evasion,T1218.010,Regsvr32,Object Access,Filtering Platform Connection,5031,The Windows Firewall Service blocked an application from accepting incoming connections on the network.
Defense Evasion,T1218.010,Regsvr32,Object Access,Filtering Platform Connection,5154,The Windows Filtering Platform has permitted an application or service to listen on a port for incoming connections.
Defense Evasion,T1218.010,Regsvr32,Object Access,Filtering Platform Connection,5155,The Windows Filtering Platform has blocked an application or service from listening on a port for incoming connections.
Defense Evasion,T1218.010,Regsvr32,Object Access,Filtering Platform Connection,5156,The Windows Filtering Platform has allowed a connection.
Defense Evasion,T1218.010,Regsvr32,Object Access,Filtering Platform Connection,5157,The Windows Filtering Platform has blocked a connection.
Defense Evasion,T1218.010,Regsvr32,Object Access,Filtering Platform Connection,5158,The Windows Filtering Platform has permitted a bind to a local port.
Defense Evasion,T1218.010,Regsvr32,Object Access,Filtering Platform Connection,5159,The Windows Filtering Platform has blocked a bind to a local port.
Defense Evasion,T1218.011,Rundll32,Detailed Tracking,Process Creation,4688,A new process has been created.
Defense Evasion,T1218.012,Verclsid,Detailed Tracking,Process Creation,4688,A new process has been created.
Defense Evasion,T1218.013,Mavinject,Detailed Tracking,Process Creation,4688,A new process has been created.
Defense Evasion,T1218.014,MMC,Detailed Tracking,Process Creation,4688,A new process has been created.
Command And Control,T1219,Remote Access Software,Detailed Tracking,Process Creation,4688,A new process has been created.
Command And Control,T1219,Remote Access Software,Object Access,Filtering Platform Connection,5031,The Windows Firewall Service blocked an application from accepting incoming connections on the network.
Command And Control,T1219,Remote Access Software,Object Access,Filtering Platform Connection,5154,The Windows Filtering Platform has permitted an application or service to listen on a port for incoming connections.
Command And Control,T1219,Remote Access Software,Object Access,Filtering Platform Connection,5155,The Windows Filtering Platform has blocked an application or service from listening on a port for incoming connections.
Command And Control,T1219,Remote Access Software,Object Access,Filtering Platform Connection,5156,The Windows Filtering Platform has allowed a connection.
Command And Control,T1219,Remote Access Software,Object Access,Filtering Platform Connection,5157,The Windows Filtering Platform has blocked a connection.
Command And Control,T1219,Remote Access Software,Object Access,Filtering Platform Connection,5158,The Windows Filtering Platform has permitted a bind to a local port.
Command And Control,T1219,Remote Access Software,Object Access,Filtering Platform Connection,5159,The Windows Filtering Platform has blocked a bind to a local port.
Defense Evasion,T1220,XSL Script Processing,Detailed Tracking,Process Creation,4688,A new process has been created.
Defense Evasion,T1221,Template Injection,Detailed Tracking,Process Creation,4688,A new process has been created.
Defense Evasion,T1221,Template Injection,Object Access,Filtering Platform Connection,5031,The Windows Firewall Service blocked an application from accepting incoming connections on the network.
Defense Evasion,T1221,Template Injection,Object Access,Filtering Platform Connection,5154,The Windows Filtering Platform has permitted an application or service to listen on a port for incoming connections.
Defense Evasion,T1221,Template Injection,Object Access,Filtering Platform Connection,5155,The Windows Filtering Platform has blocked an application or service from listening on a port for incoming connections.
